bike_name,brand,bike_url,rating,rating_count,engine_cc,mileage_kmpl,power_bhp,weight_kg,ex_showroom_price,price_segment,power_to_weight,price_per_bhp
KTM 890 Adventure R,KTM,/ktm-bikes/890-adventure-r/,5.0,2.0,889.0,22.2,103.0,215.0,1580000,Above 10 Lakh,0.4790697674418605,15339.805825242718
Indian Chief Dark Horse,Indian,/indian-bikes/chief-dark-horse/,4.6,17.0,1890.0,14.0,,304.0,2158779,Above 10 Lakh,,
BGauss BG RUV 350,BGauss,/bgauss-bikes/ruv-350/,4.6,33.0,,,,122.0,143990,1–2 Lakh,,
BGauss Oowah,BGauss,/bgauss-bikes/oowah/,,,,,,104.0,94990,Under 1 Lakh,,
Ducati XDiavel V4,Ducati,/ducati-bikes/xdiavel-v4/,,,1158.0,,166.28,,3150960,Above 10 Lakh,,18949.723358191004
VLF Tennis 1500,VLF,/vlf-bikes/tennis-1500/,3.3,2.0,,,,88.0,100038,1–2 Lakh,,
Odysse Evoqis,Odysse Electric,/odysse-bikes/evoqis/,3.8,53.0,,,,150.0,118000,1–2 Lakh,,
Triumph Bonneville Speedmaster,Triumph,/triumph-bikes/bonneville-speedmaster/,,,1200.0,21.7,76.9,263.0,1351600,Above 10 Lakh,0.29239543726235745,17576.072821846552
Harley-Davidson PAN America 1250 Special,Harley-Davidson,/harleydavidson-bikes/pan-america-1250-special/,,,1252.0,18.0,150.19,258.0,2716000,Above 10 Lakh,0.5821317829457364,18083.760569944738
Brixton Motorcycles Crossfire 500 XC,Brixton Motorcycles,/brixton-motorcycles-bikes/crossfire-500-xc/,5.0,1.0,486.0,,46.9,195.0,399000,2–5 Lakh,0.2405128205128205,8507.462686567165
Ducati Multistrada V4,Ducati,/ducati-bikes/multistrada-v4/,,,1158.0,15.0,167.62,243.0,2505968,Above 10 Lakh,0.6897942386831276,14950.292327884501
Kawasaki Z650RS [2025],Kawasaki,/kawasaki-bikes/z650rs-2025/,4.7,10.0,649.0,,67.31,192.0,768968,5–10 Lakh,0.3505729166666667,11424.275739117516
Raptee HV T30,Raptee,/raptee-bikes/t30/,2.9,7.0,,,,177.0,239000,2–5 Lakh,,
Harley-Davidson Heritage Classic,Harley-Davidson,/harleydavidson-bikes/heritage-classic/,,,1868.0,18.0,93.87,330.0,2571000,Above 10 Lakh,0.28445454545454546,27388.942154042823
Ducati DesertX,Ducati,/ducati-bikes/desertx/,3.7,3.0,937.0,17.8,108.6,223.0,1959200,Above 10 Lakh,0.4869955156950672,18040.515653775325
Harley-Davidson Street Glide,Harley-Davidson,/harleydavidson-bikes/street-glide/,5.0,2.0,1923.0,16.0,107.2,368.0,4250000,Above 10 Lakh,0.29130434782608694,39645.5223880597
Triumph Speed Twin 1200 TFC,Triumph,/triumph-bikes/speed-twin-1200-tfc/,2.5,1.0,1200.0,,103.5,216.0,2099000,Above 10 Lakh,0.4791666666666667,20280.193236714975
Kawasaki KLX230 [2025],Kawasaki,/kawasaki-bikes/klx230-2025/,4.8,16.0,233.0,38.0,18.37,139.0,184010,1–2 Lakh,0.13215827338129496,10016.875340228633
Joy e-bike Gen Nxt,Joy e-bike,/joyebike-bikes/gen-nxt/,3.2,31.0,,,,85.0,60827,Under 1 Lakh,,
Kawasaki Versys-X 300 [2025],Kawasaki,/kawasaki-bikes/versys-x-300-2025/,4.0,4.0,296.0,,38.8,179.0,349020,2–5 Lakh,0.21675977653631284,8995.360824742269
Kawasaki KLX230 S,Kawasaki,/kawasaki-bikes/klx230-s/,,,233.0,36.0,18.37,139.0,219000,2–5 Lakh,0.13215827338129496,11921.611322808927
Ducati Hypermotard 950,Ducati,/ducati-bikes/hypermotard-950/,4.4,7.0,937.0,19.6,112.6,191.0,1710500,Above 10 Lakh,0.5895287958115183,15190.94138543517
Kawasaki Ninja 650 [2025],Kawasaki,/kawasaki-bikes/ninja-650-2025/,4.8,5.0,649.0,,67.3,196.0,776967,5–10 Lakh,0.3433673469387755,11544.829123328382
Lectrix Nduro,Lectrix,/lectrix-bikes/nduro/,4.2,8.0,,,,123.0,94751,Under 1 Lakh,,
Kawasaki Versys 1100,Kawasaki,/kawasaki-bikes/versys-1100/,2.5,1.0,1099.0,17.8,132.76,257.0,1389000,Above 10 Lakh,0.5165758754863813,10462.48870141609
KTM 85 SX,KTM,/ktm-bikes/85-sx/,3.0,2.0,84.9,,15.5,75.0,669000,5–10 Lakh,0.20666666666666667,43161.290322580644
Aprilia Tuareg 660,Aprilia,/aprilia-bikes/tuareg-660/,4.3,2.0,659.0,,79.12,204.0,2014504,Above 10 Lakh,0.387843137254902,25461.375126390292
Aprilia Tuono 660,Aprilia,/aprilia-bikes/tuono-660/,5.0,1.0,659.0,,93.87,183.0,1863817,Above 10 Lakh,0.5129508196721312,19855.29988281666
Ducati Scrambler Nightshift,Ducati,/ducati-bikes/scrambler-nightshift/,5.0,3.0,803.0,19.0,71.87,191.0,1346600,Above 10 Lakh,0.37628272251308903,18736.607764018365
Brixton Motorcycles Cromwell 1200,Brixton Motorcycles,/brixton-motorcycles-bikes/cromwell-1200/,4.7,7.0,1222.0,,81.8,235.0,837863,5–10 Lakh,0.34808510638297874,10242.823960880196
Indian Scout Classic,Indian,/indian-bikes/scout-classic/,,,1250.0,,106.46,252.0,1498321,Above 10 Lakh,0.4224603174603174,14074.02780387
PURE EV EcoDryft,PURE EV,/pureev-bikes/ecodryft/,4.4,30.0,,,,101.0,118700,1–2 Lakh,,
Okinawa Lite,Okinawa,/okinawa-bikes/lite/,4.0,27.0,,,,,69087,Under 1 Lakh,,
Hop Electric OXO,Hop Electric,/hop-electric-bikes/oxo/,3.5,18.0,,,,140.0,133995,1–2 Lakh,,
Ducati Multistrada V4 RS,Ducati,/ducati-bikes/multistrada-v4-rs/,4.5,2.0,1103.0,,180.0,260.0,4346700,Above 10 Lakh,0.6923076923076923,24148.333333333332
PURE EV EPluto 7G,PURE EV,/pureev-bikes/epluto-7g/,2.4,345.0,,,,76.0,86086,Under 1 Lakh,,
Joy e-bike Wolf,Joy e-bike,/joyebike-bikes/wolf/,2.3,89.0,,,,85.0,61877,Under 1 Lakh,,
Ducati Scrambler Full Throttle,Ducati,/ducati-bikes/scrambler-full-throttle/,5.0,1.0,803.0,19.0,71.87,185.0,1373982,Above 10 Lakh,0.38848648648648654,19117.601224433
Triumph Bonneville T120 Black,Triumph,/triumph-bikes/bonneville-t120-black/,,,1200.0,21.0,78.9,236.0,1217000,Above 10 Lakh,0.3343220338983051,15424.588086185044
Triumph Tiger 900 Desert Edition,Triumph,/triumph-bikes/tiger-900-desert-edition/,,,888.0,21.2,106.5,219.0,1605000,Above 10 Lakh,0.4863013698630137,15070.422535211268
Indian Chief Bobber Dark Horse,Indian,/indian-bikes/chief-bobber-dark-horse/,5.0,4.0,1890.0,14.0,,315.0,2286943,Above 10 Lakh,,
Indian Super Chief Limited,Indian,/indian-bikes/super-chief-limited/,5.0,6.0,1890.0,14.0,,335.0,2438944,Above 10 Lakh,,
KTM 450 SX-F,KTM,/ktm-bikes/450-sx-f/,,,449.9,,62.1,107.0,1025100,Above 10 Lakh,0.5803738317757009,16507.246376811592
Kawasaki KLX110R L,Kawasaki,/kawasaki-bikes/klx110r-l/,4.7,3.0,112.0,,,76.0,288016,2–5 Lakh,,
Kinetic Green Zing,Kinetic Green,/kinetic-green-bikes/zing/,3.3,16.0,,,,81.0,71985,Under 1 Lakh,,
Indian Scout Sixty Classic,Indian,/indian-bikes/scout-sixty-classic/,,,999.0,,86.18,241.0,1434198,Above 10 Lakh,0.35759336099585065,16641.889069389646
Triumph Tiger 900 Alpine Edition,Triumph,/triumph-bikes/tiger-900-alpine-edition/,,,888.0,21.2,106.5,219.0,1535000,Above 10 Lakh,0.4863013698630137,14413.145539906103
Kawasaki Ninja 1100SX [2025],Kawasaki,/kawasaki-bikes/ninja-1100sx-2025/,4.9,11.0,1099.0,17.8,134.1,238.0,1441939,Above 10 Lakh,0.5634453781512605,10752.714392244594
PURE EV Etryst 350,PURE EV,/pureev-bikes/etryst-350/,3.8,27.0,,,,120.0,149999,1–2 Lakh,,
Okinawa OKHI-90,Okinawa,/okinawa-bikes/okhi-90/,3.8,59.0,,,,,149991,1–2 Lakh,,
Indian 101 Scout,Indian,/indian-bikes/101-scout/,5.0,1.0,1250.0,,112.54,249.0,1708855,Above 10 Lakh,0.4519678714859438,15184.423316154256
Kawasaki KLX450R,Kawasaki,/kawasaki-bikes/klx450r/,4.5,2.0,449.0,,,126.0,960960,5–10 Lakh,,
Odysse Vader,Odysse Electric,/odysse-bikes/vader/,4.9,7.0,,,,128.0,161574,1–2 Lakh,,
Yo Edge,Yo,/yo-bikes/edge/,4.1,45.0,,,,59.0,67484,Under 1 Lakh,,
Ducati Multistrada V2,Ducati,/ducati-bikes/multistrada-v2/,,,890.0,17.0,113.98,225.0,1925975,Above 10 Lakh,0.5065777777777778,16897.48201438849
KTM 50 SX,KTM,/ktm-bikes/50-sx/,3.7,3.0,49.9,,5.3,45.0,475000,2–5 Lakh,0.11777777777777777,89622.64150943396
Okinawa Praise,Okinawa,/okinawa-bikes/praise/,2.6,392.0,,,,,85223,Under 1 Lakh,,
Okinawa Ridge Plus,Okinawa,/okinawa-bikes/ridge-plus/,3.1,44.0,,,,,90549,Under 1 Lakh,,
Okinawa i-Praise,Okinawa,/okinawa-bikes/i-praise/,3.5,58.0,,,,,123155,1–2 Lakh,,
Evolet Derby,Evolet,/evolet-bikes/derby/,4.4,24.0,,,,76.0,71399,Under 1 Lakh,,
Yo Drift,Yo,/yo-bikes/drift/,3.6,46.0,,,,59.0,71283,Under 1 Lakh,,
Gemopai Ryder,Gemopai,/gemopai-bikes/ryder/,3.4,19.0,,,,80.0,70822,Under 1 Lakh,,
Gemopai Astrid Lite,Gemopai,/gemopai-bikes/astrid-lite/,2.8,48.0,,,,95.0,111195,1–2 Lakh,,
Joy e-bike Glob,Joy e-bike,/joyebike-bikes/glob/,2.6,19.0,,,,66.0,70000,Under 1 Lakh,,
PURE EV ETrance Neo,PURE EV,/pureev-bikes/etrance-neo/,3.4,89.0,,,,86.0,84833,Under 1 Lakh,,
Odysse E2Go,Odysse Electric,/odysse-bikes/e2go/,4.5,6.0,,,,90.0,71100,Under 1 Lakh,,
Odysse Hawk,Odysse Electric,/odysse-bikes/hawk/,3.0,6.0,,,,128.0,99400,Under 1 Lakh,,
Odysse Racer,Odysse Electric,/odysse-bikes/racer/,2.5,1.0,,,,107.0,100450,1–2 Lakh,,
Moto Guzzi V85 TT,Moto Guzzi,/motoguzzi-bikes/v85-tt/,5.0,1.0,853.0,23.8,75.09,230.0,1645802,Above 10 Lakh,0.3264782608695652,21917.725396191236
Kawasaki KX450,Kawasaki,/kawasaki-bikes/kx450/,5.0,2.0,449.0,,,110.2,991958,5–10 Lakh,,
Yamaha R15 V4,Yamaha,/yamaha-bikes/r15/,,,155.0,46.0,18.1,141.0,175692,1–2 Lakh,0.12836879432624115,9706.740331491712
Bounce Infinity E1,Bounce,/bounce-bikes/infinity-e1/,3.5,229.0,,,,94.0,115605,1–2 Lakh,,
Okinawa Dual 100,Okinawa,/okinawa-bikes/dual-100/,2.5,6.0,,,,,119085,1–2 Lakh,,
OPG Mobility Faast F4,OPG Mobility,/opg-mobility-bikes/faast/,3.8,23.0,,,,,111996,1–2 Lakh,,
OPG Mobility Freedum,OPG Mobility,/opg-mobility-bikes/freedum/,2.5,8.0,,,,,69999,Under 1 Lakh,,
Hop Electric LEO,Hop Electric,/hop-electric-bikes/leo/,3.0,10.0,,,,80.0,84360,Under 1 Lakh,,
iVOOMi S1,iVOOMi,/ivoomi-bikes/s1/,4.4,15.0,,,,84.0,79999,Under 1 Lakh,,
iVOOMi Jeet X,iVOOMi,/ivoomi-bikes/jeet-x/,3.2,10.0,,,,94.0,84999,Under 1 Lakh,,
OPG Mobility Faast F2B,OPG Mobility,/opg-mobility-bikes/faast-f2b/,3.3,7.0,,,,,91996,Under 1 Lakh,,
Okinawa Ridge 100,Okinawa,/okinawa-bikes/ridge-100/,5.0,7.0,,,,,115311,1–2 Lakh,,
Joy e-bike Mihos,Joy e-bike,/joyebike-bikes/mihos/,3.7,28.0,,,,110.0,112997,1–2 Lakh,,
Odysse Trot,Odysse Electric,/odysse-bikes/trot/,,,,,,110.0,99999,Under 1 Lakh,,
OPG Mobility Faast F2F,OPG Mobility,/opg-mobility-bikes/faast-f2f/,,,,,,,81996,Under 1 Lakh,,
Gemopai Ryder SuperMax,Gemopai,/gemopai-bikes/ryder-supermax/,4.3,6.0,,,,80.0,79999,Under 1 Lakh,,
Kawasaki KLX230RS [2023-2025],Kawasaki,/kawasaki-bikes/klx230rs-2023-2025/,5.0,3.0,233.0,,19.57,115.0,481026,2–5 Lakh,0.17017391304347826,24579.764946346448
Kawasaki KX112,Kawasaki,/kawasaki-bikes/kx112/,4.5,2.0,112.0,,,77.0,450025,2–5 Lakh,,
Kawasaki KLX 140R F,Kawasaki,/kawasaki-bikes/klx-140r-f/,2.5,1.0,144.0,,11.1,99.0,379021,2–5 Lakh,0.11212121212121212,34146.036036036036
Kawasaki KX 85,Kawasaki,/kawasaki-bikes/kx-85/,5.0,3.0,84.0,,,74.6,388021,2–5 Lakh,,
Lectrix LXS 3.0,Lectrix,/lectrix-bikes/lxs-30/,4.7,3.0,,,,134.0,91996,Under 1 Lakh,,
Kinetic Green Zulu,Kinetic Green,/kinetic-green-bikes/zulu/,2.0,2.0,,,,93.0,84990,Under 1 Lakh,,
Lectrix LXS 2.0,Lectrix,/lectrix-bikes/lxs-2/,,,,,,100.0,84993,Under 1 Lakh,,
Ducati Hypermotard 698 Mono,Ducati,/ducati-bikes/hypermotard-698-mono/,4.0,4.0,659.0,20.8,76.43,159.0,1870300,Above 10 Lakh,0.4806918238993711,24470.75755593353
Kawasaki Versys 1100 [2025],Kawasaki,/kawasaki-bikes/versys-1100-2025/,4.5,2.0,1099.0,17.8,132.76,257.0,1378942,Above 10 Lakh,0.5165758754863813,10386.727930099429
Quantum Energy Plasma,Quantum Energy,/quantum-energy-bikes/plasma/,,,,,,101.0,89998,Under 1 Lakh,,
Quantum Energy Bziness,Quantum Energy,/quantum-energy-bikes/bziness/,5.0,1.0,,,,104.0,95009,Under 1 Lakh,,
KTM 250 SX-F,KTM,/ktm-bikes/250-sx-f/,,,249.9,,46.1,104.0,958000,5–10 Lakh,0.4432692307692308,20780.911062906725
KTM 350 EXC-F,KTM,/ktm-bikes/350-exc-f/,4.5,2.0,349.7,,44.3,103.2,1295800,Above 10 Lakh,0.42926356589147285,29250.564334085782
Brixton Motorcycles Cromwell 1200 X,Brixton Motorcycles,/brixton-motorcycles-bikes/cromwell-1200-x/,,,1222.0,,81.8,235.0,972519,5–10 Lakh,0.34808510638297874,11888.98533007335
KTM 65 SX,KTM,/ktm-bikes/65-sx/,,,64.9,,11.2,62.0,546500,5–10 Lakh,0.18064516129032257,48794.64285714286
Numeros Diplos,Numeros,/numeros-bikes/diplos/,,,,,,140.0,134999,1–2 Lakh,,
Indian Sport Scout Sixty,Indian,/indian-bikes/sport-scout-sixty/,,,999.0,,86.18,241.0,1419237,Above 10 Lakh,0.35759336099585065,16468.28730563936
Indian Sport Scout,Indian,/indian-bikes/sport-scout/,5.0,1.0,1250.0,,106.46,248.0,1505802,Above 10 Lakh,0.4292741935483871,14144.298328010522
Indian Super Scout,Indian,/indian-bikes/super-scout/,5.0,2.0,1250.0,,106.46,268.0,1725954,Above 10 Lakh,0.3972388059701492,16212.229945519444
Numeros n-First,Numeros,/numeros-bikes/n-first/,,,,,,117.0,114999,1–2 Lakh,,
Ducati Desmo450 MX,Ducati,/ducati-bikes/desmo450-mx/,,,449.6,,62.62,,1723600,Above 10 Lakh,,27524.752475247526
Ducati Multistrada V4 Rally,Ducati,/ducati-bikes/multistrada-v4-rally/,,,1158.0,15.0,167.62,238.0,3240000,Above 10 Lakh,0.7042857142857143,19329.43562820666
Kawasaki Vulcan S [2027],Kawasaki,/kawasaki-bikes/vulcan-s-2027/,,,649.0,,59.94,,823000,5–10 Lakh,,13730.397063730397
